	0	1
257	:	O
258	14	O
259	.	O
260	64	O
261	gs	O
262	##t	O
263	:	O
264	0	O
265	.	O
266	88	O
267	total	O
268	6	O
269	%	O
270	supplies	O
271	(	O
272	inc	O
273	.	O
274	gs	O
275	##t	O
276	)	O
277	:	O
278	15	O
279	.	O
280	52	O
281	total	O
282	0	O
283	%	O
284	supplies	O
285	.	O
286	-	O
287	9	O
288	.	O
289	62	O
290	total	O
291	pay	O
292	##able	O
293	:	O
294	5	O
295	.	O
296	90	O
297	e	O
298	.	O
299	&	O
300	.	O
301	0	O
302	.	O
303	e	O
304	.	O
305	received	O
306	above	O
307	goods	O
308	in	O
309	good	O
310	order	O
311	condition	O
312	.	O
313	the	O
314	recipient	O
315	of	O
316	garden	O
317	##ia	O
318	'	O
319	s	O
320	products	O
321	is	O
322	required	O
323	to	O
324	make	O
325	necessary	O
326	adjustments	O
327	to	O
328	its	O
329	input	O
330	tax	O
331	claims	O
332	,	O
333	on	O
334	the	O
335	basic	O
336	of	O
337	the	O
338	adjustments	O
339	shown	O
340	in	O
341	this	O
342	tax	O
343	in	O
344	##vo	O
345	##ice	O
346	/	O
347	adjustment	O
348	note	O
349	customer	O
350	'	O
351	s	O
352	copy	O
353		
0	san	B-COMPANY
1	##yu	I-COMPANY
2	station	I-COMPANY
3	##ery	I-COMPANY
4	shop	I-COMPANY
5	no	I-COMPANY
6	.	O
7	31	B-ADDRESS
8	##g	I-ADDRESS
9	&	I-ADDRESS
10	33	I-ADDRESS
11	##g	I-ADDRESS
12	,	I-ADDRESS
13	jalan	I-ADDRESS
14	set	I-ADDRESS
15	##ia	I-ADDRESS
16	ind	I-ADDRESS
17	##ah	I-ADDRESS
18	x	I-ADDRESS
19	,	I-ADDRESS
20	u	I-ADDRESS
21	##13	I-ADDRESS
22	/	I-ADDRESS
23	x	I-ADDRESS
24	401	I-ADDRESS
25	##70	I-ADDRESS
26	set	I-ADDRESS
27	##ia	I-ADDRESS
28	alam	I-ADDRESS
29	mobile	I-ADDRESS
30	/	I-ADDRESS
31	what	I-ADDRESS
32	##sa	I-ADDRESS
33	##pps	O
34	:	O
35	+	O
36	60	O
37	##12	O
38	-	O
39	91	O
40	##8	O
41	79	O
42	##37	O
43	tel	O
44	:	O
45	+	O
46	60	O
47	##3	O
48	-	O
49	336	O
50	##2	O
51	41	O
52	##37	O
53	gs	O
54	##t	O
55	id	O
56	no	O
57	:	O
58	001	O
59	##53	O
60	##17	O
61	##60	O
62	##64	O
63	##0	O
64	tax	O
65	in	O
66	##vo	O
67	##ice	O
68	owned	O
69	by	O
70	:	O
71	san	O
72	##yu	O
73	supply	O
74	sd	O
75	##n	O
76	b	O
77	##hd	O
78	(	O
79	113	O
80	##57	O
81	##7	O
82	##2	O
83	-	O
84	k	O
85	)	O
86	cash	O
87	sales	O
88	counter	O
89	1	O
90	.	O
91	2011	O
92	-	O
93	00	O
94	##25	O
95	max	O
96	staple	O
97	10	O
98	-	O
99	1	O
100	##m	O
101	3	O
102	x	O
103	1	O
104	.	O
105	000	O
106	##0	O
107	3	O
108	.	O
109	00	O
110	sr	O
111	total	O
112	sales	O
113	inclusive	O
114	gs	O
115	##t	O
116	@	O
117	6	O
118	%	O
119	3	O
120	.	O
121	00	O
122	discount	O
123	0	O
124	.	O
125	00	O
126	total	O
127	3	O
128	.	O
129	00	O
130	round	O
131	ad	O
132	##j	O
133	0	O
134	.	O
135	00	O
136	final	O
137	total	O
138	3	O
139	.	O
140	00	O
141	cash	O
142	3	O
143	.	O
144	00	O
145	change	O
146	0	O
147	.	O
148	00	O
149	gs	O
150	##t	O
151	summary	O
152	amount	O
153	(	O
154	rm	O
155	)	O
156	tax	O
157	(	O
158	rm	O
159	)	O
160	sr	O
161	@	O
162	6	O
163	%	O
164	2	O
165	.	O
166	83	O
167	0	O
168	.	O
169	17	O
170	in	O
171	##v	O
172	no	O
173	:	O
174	cs	O
175	-	O
176	sa	O
177	-	O
178	01	O
179	##0	O
180	##36	O
181	##17	O
182	date	O
183	:	O
184	12	O
185	/	O
186	08	O
187	/	O
188	2017	O
189	goods	O
190	sold	O
191	are	O
192	not	O
193	return	O
194	##able	O
195	&	O
196	ref	O
197	##unda	O
198	##ble	O
199	thank	O
200	you	O
201	for	O
202	your	O
203	patronage	O
204	please	O
205	come	O
206	again	O
207	.	B-TOTAL
208	ter	I-TOTAL
209	##ima	I-TOTAL
210	ka	O
211	##si	O
212	##h	O
213	si	O
214	##la	O
215	data	O
216	##ng	O
217	la	O
218	##gi	O
219	*	O
220	*	O
221	please	O
222	keep	O
223	this	O
224	receipt	O
225	for	O
226	prove	O
227	of	O
228	purchase	O
229	date	O
230	for	O
231	i	O
232	.	O
233	t	O
234	product	O
235	warrant	O
236	##y	O
237	purpose	O
238	*	O
239	*	O
240	follow	O
241	us	O
242	in	O
243	facebook	O
244	:	O
245	san	O
246	##yu	O
247	.	O
248	station	O
249	##ery	O
250		
0	san	B-COMPANY
1	##yu	I-COMPANY
2	station	I-COMPANY
3	##ery	I-COMPANY
4	shop	I-COMPANY
5	no	I-COMPANY
6	.	O
7	31	B-ADDRESS
8	##g	I-ADDRESS
9	&	I-ADDRESS
10	33	I-ADDRESS
11	##g	I-ADDRESS
12	,	I-ADDRESS
13	jalan	I-ADDRESS
14	set	I-ADDRESS
15	##ia	I-ADDRESS
16	ind	I-ADDRESS
17	##ah	I-ADDRESS
18	x	I-ADDRESS
19	,	I-ADDRESS
20	u	I-ADDRESS
21	##13	I-ADDRESS
22	/	I-ADDRESS
23	x	I-ADDRESS
24	401	I-ADDRESS
25	##70	I-ADDRESS
26	set	I-ADDRESS
27	##ia	I-ADDRESS
28	alam	I-ADDRESS
29	mobile	I-ADDRESS
30	/	I-ADDRESS
31	what	I-ADDRESS
32	##sa	I-ADDRESS
33	##pps	O
34	:	O
35	+	O
36	60	O
37	##12	O
38	-	O
39	91	O
40	##8	O
41	79	O
42	##37	O
43	tel	O
44	:	O
45	+	O
46	60	O
47	##3	O
48	-	O
49	336	O
50	##2	O
51	41	O
52	##37	O
53	gs	O
54	##t	O
55	id	O
56	no	O
57	:	O
58	001	O
59	##53	O
60	##17	O
61	##60	O
62	##64	O
63	##0	O
64	tax	O
65	in	O
66	##vo	O
67	##ice	O
68	owned	O
69	by	O
70	:	O
71	san	O
72	##yu	O
73	supply	O
74	sd	O
75	##n	O
76	b	O
77	##hd	O
78	(	O
79	113	O
80	##57	O
81	##7	O
82	##2	O
83	-	O
84	k	O
85	)	O
86	cash	O
87	sales	O
88	counter	O
89	1	O
90	.	O
91	2012	O
92	-	O
93	00	O
94	##43	O
95	journal	O
96	book	O
97	80	O
98	##pg	O
99	##s	O
100	a	O
101	##4	O
102	70	O
103	##g	O
104	card	O
105	cover	O
106	(	O
107	s	O
108	##j	O
109	##b	O
110	-	O
111	401	O
112	##3	O
113	)	O
114	1	O
115	x	O
116	3	O
117	.	O
118	900	O
119	##0	O
120	3	O
121	.	O
122	90	O
123	sr	O
124	total	O
125	sales	O
126	inclusive	O
127	gs	O
128	##t	O
129	@	O
130	6	O
131	%	O
132	3	O
133	.	O
134	90	O
135	discount	O
136	0	O
137	.	O
138	00	O
139	total	O
140	3	O
141	.	O
142	90	O
143	round	O
144	ad	O
145	##j	O
146	0	O
147	.	O
148	00	O
149	final	O
150	total	O
151	3	O
152	.	O
153	90	O
154	cash	O
155	10	O
156	.	O
157	00	O
158	change	O
159	6	O
160	.	O
161	10	O
162	gs	O
163	##t	O
164	summary	O
165	amount	O
166	(	O
167	rm	O
168	)	O
169	tax	O
170	(	O
171	rm	O
172	)	O
173	sr	O
174	@	O
175	6	O
176	%	O
177	3	O
178	.	O
179	68	O
180	0	O
181	.	O
182	22	O
183	in	O
184	##v	O
185	no	O
186	:	O
187	cs	O
188	-	O
189	sa	O
190	-	O
191	01	O
192	##21	O
193	##21	O
194	##5	O
195	date	O
196	:	O
197	31	O
198	/	O
199	10	O
200	/	O
201	2017	O
202	goods	O
203	sold	O
204	are	O
205	not	O
206	return	O
207	##able	O
208	&	O
209	ref	O
210	##unda	O
211	##ble	O
212	thank	O
213	you	O
214	for	O
215	your	O
216	patronage	O
217	please	O
218	come	O
219	again	O
220	.	O
221	ter	O
222	##ima	B-TOTAL
223	ka	I-TOTAL
224	##si	I-TOTAL
225	##h	I-TOTAL
226	si	O
227	##la	O
228	data	O
229	##ng	O
230	la	O
231	##gi	O
232	*	O
233	*	O
234	please	O
235	keep	O
236	this	O
237	receipt	O
238	for	O
239	prove	O
240	of	O
241	purchase	O
242	date	O
243	for	O
244	i	O
245	.	O
246	t	O
247	product	O
248	warrant	O
249	##y	O
250	purpose	O
251	*	O
252	*	O
253	follow	O
254	us	O
255	in	O
256	facebook	O
257	:	O
258	san	O
259	##yu	O
260	.	O
261	station	O
262	##ery	O
263		
0	sy	B-COMPANY
1	##ari	I-COMPANY
2	##kat	I-COMPANY
3	per	I-COMPANY
4	##nia	I-COMPANY
5	##ga	I-COMPANY
6	##an	I-COMPANY
7	gin	I-COMPANY
8	ke	I-COMPANY
9	##e	I-COMPANY
10	(	I-COMPANY
11	81	I-COMPANY
12	##10	O
13	##9	O
14	-	O
15	a	O
16	)	O
17	no	O
18	290	O
19	.	B-ADDRESS
20	jalan	I-ADDRESS
21	air	I-ADDRESS
22	pan	I-ADDRESS
23	##as	I-ADDRESS
24	.	I-ADDRESS
25	set	I-ADDRESS
26	##apa	I-ADDRESS
27	##k	I-ADDRESS
28	.	I-ADDRESS
29	53	I-ADDRESS
30	##200	I-ADDRESS
31	,	I-ADDRESS
32	kuala	I-ADDRESS
33	lumpur	I-ADDRESS
34	.	I-ADDRESS
35	tel	I-ADDRESS
36	:	I-ADDRESS
37	03	I-ADDRESS
38	-	I-ADDRESS
39	402	I-ADDRESS
40	##10	I-ADDRESS
41	##27	I-ADDRESS
42	##6	O
43	gs	O
44	##t	O
45	id	O
46	:	O
47	000	O
48	##75	O
49	##0	O
50	##6	O
51	##7	O
52	##39	O
53	##20	O
54	simplified	O
55	tax	O
56	in	O
57	##vo	O
58	##ice	O
59	cash	O
60	doc	O
61	no	O
62	.	O
63	:	O
64	cs	O
65	##00	O
66	##01	O
67	##29	O
68	##22	O
69	date	O
70	:	O
71	24	O
72	/	O
73	01	O
74	/	O
75	2018	O
76	cash	O
77	##ier	O
78	:	O
79	user	O
80	time	O
81	:	O
82	10	O
83	:	O
84	50	B-TOTAL
85	:	I-TOTAL
86	00	I-TOTAL
87	sales	I-TOTAL
88	##person	O
89	:	O
90	ref	O
91	.	O
92	:	O
93	item	O
94	q	O
95	##ty	O
96	s	O
97	/	O
98	price	O
99	amount	O
100	tax	O
101	1700	O
102	6	O
103	6	O
104	.	O
105	36	O
106	38	O
107	.	O
108	16	O
109	sr	O
110	pas	O
111	##ir	O
112	hal	O
113	##us	O
114	(	O
115	bag	O
116	)	O
117	243	O
118	##0	O
119	2	O
120	18	O
121	.	O
122	02	O
123	36	O
124	.	O
125	04	O
126	sr	O
127	cement	O
128	(	O
129	50	O
130	##k	O
131	##g	O
132	)	O
133	total	O
134	q	O
135	##ty	O
136	:	O
137	8	O
138	74	O
139	.	O
140	20	O
141	total	O
142	sales	O
143	(	O
144	excluding	O
145	gs	O
146	##t	O
147	)	O
148	:	O
149	70	O
150	.	O
151	00	O
152	discount	O
153	:	O
154	0	O
155	.	O
156	00	O
157	total	O
158	gs	O
159	##t	O
160	:	O
161	4	O
162	.	O
163	20	O
164	rounding	O
165	:	O
166	0	O
167	.	O
168	00	O
169	total	O
170	sales	O
171	(	O
172	inclusive	O
173	of	O
174	gs	O
175	##t	O
176	)	O
177	:	O
178	74	O
179	.	O
180	20	O
181	cash	O
182	:	O
183	74	O
184	.	O
185	20	O
186	change	O
187	:	O
188	0	O
189	.	O
190	00	O
191	gs	O
192	##t	O
193	summary	O
194	tax	O
195	code	O
196	%	O
197	am	O
198	##t	O
199	(	O
200	rm	O
201	)	O
202	tax	O
203	(	O
204	rm	O
205	)	O
206	sr	O
207	6	O
208	70	O
209	.	O
210	00	O
211	4	O
212	.	O
213	20	O
214	total	O
215	:	O
216	70	O
217	.	O
218	00	O
219	4	O
220	.	O
221	20	O
222	goods	O
223	sold	O
224	are	O
225	not	O
226	return	O
227	##able	O
228	,	O
229	thank	O
230	you	O
231	.	O
232		
0	un	B-COMPANY
1	##ih	I-COMPANY
2	##ak	I-COMPANY
3	##ka	I-COMPANY
4	international	I-COMPANY
5	sd	I-COMPANY
6	##n	I-COMPANY
7	b	I-COMPANY
8	##hd	I-COMPANY
9	10	I-COMPANY
10	jun	I-COMPANY
11	2018	B-TOTAL
12	18	I-TOTAL
13	:	I-TOTAL
14	23	I-TOTAL
15	(	I-TOTAL
16	86	O
17	##7	O
18	##38	O
19	##8	O
20	-	O
21	u	O
22	)	O
23	12	O
24	,	O
25	jalan	O
26	tam	O
27	##po	B-ADDRESS
28	##i	I-ADDRESS
29	7	I-ADDRESS
30	/	I-ADDRESS
31	4	I-ADDRESS
32	,	I-ADDRESS
33	ka	I-ADDRESS
34	##was	I-ADDRESS
35	##an	I-ADDRESS
36	per	I-ADDRESS
37	##ind	I-ADDRESS
38	##ust	I-ADDRESS
39	##rian	I-ADDRESS
40	tam	I-ADDRESS
41	##po	I-ADDRESS
42	##i	I-ADDRESS
43	,	I-ADDRESS
44	81	I-ADDRESS
45	##200	I-ADDRESS
46	johor	I-ADDRESS
47	ba	I-ADDRESS
48	##hr	I-ADDRESS
49	##u	I-ADDRESS
50	,	I-ADDRESS
51	johor	I-ADDRESS
52	tax	I-ADDRESS
53	in	I-ADDRESS
54	##vo	I-ADDRESS
55	##ice	I-ADDRESS
56	in	I-ADDRESS
57	##vo	I-ADDRESS
58	##ice	I-ADDRESS
59	#	O
60	:	O
61	or	O
62	##18	O
63	##0	O
64	##6	O
65	##100	O
66	##21	O
67	##60	O
68	##36	O
69	##8	O
70	item	O
71	q	O
72	##ty	O
73	total	O
74	sr	O
75	i	O
76	##00	O
77	##100	O
78	##00	O
79	##01	O
80	##7	O
81	##1	O
82	-	O
83	meat	O
84	dish	O
85	rm	O
86	##2	O
87	.	O
88	83	O
89	1	O
90	rm	O
91	##2	O
92	.	O
93	83	O
94	sr	O
95	i	O
96	##00	O
97	##100	O
98	##00	O
99	##00	O
100	##31	O
101	-	O
102	3	O
103	ve	O
104	##ge	O
105	rm	O
106	##4	O
107	.	O
108	15	O
109	1	O
110	rm	O
111	##4	O
112	.	O
113	15	O
114	sr	O
115	i	O
116	##00	O
117	##100	O
118	##00	O
119	##01	O
120	##70	O
121	-	O
122	imported	O
123	ve	O
124	##gg	O
125	##ies	O
126	rm	O
127	##1	O
128	.	O
129	50	O
130	1	O
131	rm	O
132	##1	O
133	.	O
134	50	O
135	total	O
136	amount	O
137	:	O
138	rm	O
139	##8	O
140	.	O
141	48	O
142	gs	O
143	##t	O
144	@	O
145	0	O
146	%	O
147	:	O
148	rm	O
149	##0	O
150	.	O
151	00	O
152	rounding	O
153	:	O
154	rm	O
155	##0	O
156	.	O
157	02	O
158	net	O
159	##t	O
160	total	O
161	:	O
162	rm	O
163	##8	O
164	.	O
165	50	O
166	payment	O
167	mode	O
168	amount	O
169	cash	O
170	rm	O
171	##8	O
172	.	O
173	50	O
174	change	O
175	rm	O
176	##0	O
177	.	O
178	00	O
179	gs	O
180	##t	O
181	summary	O
182	amount	O
183	(	O
184	rm	O
185	)	O
186	tax	O
187	(	O
188	rm	O
189	)	O
190	sr	O
191	=	O
192	gs	O
193	##t	O
194	@	O
195	0	O
196	%	O
197	8	O
198	.	O
199	48	O
200	0	O
201	.	O
202	00	O
203	gs	O
204	##t	O
205	reg	O
206	#	O
207	000	O
208	##65	O
209	##6	O
210	##19	O
211	##55	O
212	##8	O
213	##4	O
214	bar	O
215	wang	O
216	rice	O
217	@	O
218	per	O
219	##mas	O
220	jaya	O
221	thank	O
222	you	O
223	&	O
224	come	O
225	again	O
226	!	O
227	like	O
228	and	O
229	follow	O
230	us	O
231	on	O
232	facebook	O
233	!	O
234	facebook	O
235	.	O
236	com	O
237	/	O
238	bar	O
239	##wang	O
240	##rice	O
241		
0	co	B-COMPANY
1	##sw	I-COMPANY
2	##ay	I-COMPANY
3	(	I-COMPANY
4	m	I-COMPANY
5	)	I-COMPANY
6	sd	I-COMPANY
7	##n	I-COMPANY
8	b	I-COMPANY
9	##hd	I-COMPANY
10	(	I-COMPANY
11	501	I-COMPANY
12	##18	O
13	-	O
14	a	O
15	)	O
16	2nd	O
17	floor	O
18	,	B-ADDRESS
19	wi	I-ADDRESS
20	##sma	I-ADDRESS
21	co	I-ADDRESS
22	##sw	I-ADDRESS
23	##ay	I-ADDRESS
24	,	I-ADDRESS
25	jalan	I-ADDRESS
26	raja	I-ADDRESS
27	chu	I-ADDRESS
28	##lan	I-ADDRESS
29	,	I-ADDRESS
30	50	I-ADDRESS
31	##200	I-ADDRESS
32	kuala	I-ADDRESS
33	lumpur	I-ADDRESS
34	,	I-ADDRESS
35	malaysia	I-ADDRESS
36	.	I-ADDRESS
37	tel	I-ADDRESS
38	:	I-ADDRESS
39	60	I-ADDRESS
40	##3	I-ADDRESS
41	-	I-ADDRESS
42	203	I-ADDRESS
43	##0	I-ADDRESS
44	1000	I-ADDRESS
45	fa	O
46	##x	O
47	:	O
48	60	O
49	##3	O
50	-	O
51	214	O
52	##2	O
53	55	O
54	##8	O
55	##7	O
56	email	O
57	:	O
58	info	O
59	@	O
60	co	O
61	##sw	O
62	##ay	O
63	.	O
64	com	O
65	.	O
66	my	O
67	gs	O
68	##t	O
69	registration	O
70	no	O
71	:	O
72	000	O
73	##7	O
74	##43	O
75	##90	O
76	##32	O
77	##32	O
78	tax	O
79	in	O
80	##vo	O
81	##ice	O
82	(	O
83	co	O
84	##sw	O
85	##ay	O
86	)	O
87	center	O
88	:	O
89	k	O
90	##0	O
91	##7	O
92	##4	O
93	user	O
94	id	O
95	:	O
96	k	O
97	##0	O
98	##7	O
99	##4	O
100	id	O
101	:	O
102	s	O
103	##90	O
104	##00	O
105	##44	O
106	(	O
107	lee	O
108	mei	O
109	ye	O
110	##in	O
111	)	O
112	in	O
113	##v	O
114	no	O
115	/	O
116	date	O
117	:	O
118	k	O
119	##0	O
120	##7	O
121	##4	O
122	-	O
123	001	O
124	##0	O
125	##9	O
126	##6	O
127	(	O
128	06	O
129	/	O
130	12	O
131	/	O
132	2016	O
133	)	O
134	mt	O
135	##d	O
136	rc	O
137	at	O
138	k	O
139	##0	O
140	##7	O
141	##4	O
142	:	O
143	111	O
144	.	O
145	90	O
146	mt	O
147	##d	O
148	sv	O
149	/	O
150	g	O
151	##v	O
152	at	O
153	k	O
154	##0	O
155	##7	O
156	##4	O
157	:	O
158	10	B-TOTAL
159	.	I-TOTAL
160	56	I-TOTAL
161	/	I-TOTAL
162	10	I-TOTAL
163	.	I-TOTAL
164	55	I-TOTAL
165	mt	I-TOTAL
166	##d	O
167	q	O
168	##v	O
169	at	O
170	k	O
171	##0	O
172	##7	O
173	##4	O
174	:	O
175	10	O
176	.	O
177	56	O
178	product	O
179	q	O
180	##ty	O
181	io	O
182	##u	O
183	ev	O
184	u	O
185	.	O
186	price	O
187	total	O
188	(	O
189	rm	O
190	)	O
191	(	O
192	rm	O
193	)	O
194	8	O
195	08	O
196	##9	O
197	##8	O
198	##8	O
199	##4	O
200	2	O
201	0	O
202	.	O
203	00	O
204	26	O
205	.	O
206	70	O
207	53	O
208	.	O
209	40	O
210	##sr	O
211	(	O
212	b	O
213	##3	O
214	##f	O
215	##1	O
216	)	O
217	pm	O
218	bathroom	O
219	cleaner	O
220	80	O
221	08	O
222	##9	O
223	##8	O
224	8	O
225	sr	O
226	pm	O
227	bathroom	O
228	cleaner	O
229	8	O
230	08	O
231	##11	O
232	##18	O
233	1	O
234	0	O
235	.	O
236	00	O
237	32	O
238	.	O
239	70	O
240	32	O
241	.	O
242	70s	O
243	##r	O
244	(	O
245	a	O
246	##3	O
247	##f	O
248	##1	O
249	)	O
250	pm	O
251	##fl	O
252	##r	O
253	cleaner	O
254	80	O
255	08	O
256	##11	O
257	##2	O
258	4	O
259	0	O
260	.	O
261	00	O
262	0	O
263	.	O
264	00	O
265	0	O
266	.	O
267	00	O
268	##sr	O
269	pm	O
270	con	O
271	floor	O
272	cleaner	O
273	-	O
274	pine	O
275	8	O
276	74	O
277	##16	O
278	##9	O
279	##8	O
280	1	O
281	0	O
282	.	O
283	00	O
284	25	O
285	.	O
286	80	O
287	25	O
288	.	O
289	80s	O
290	##r	O
291	(	O
292	a2	O
293	##f	O
294	##1	O
295	)	O
296	b	O
297	##g	O
298	mask	O
299	74	O
300	##16	O
301	##9	O
302	/	O
303	157	O
304	/	O
305	147	O
306	80	O
307	74	O
308	##14	O
309	##7	O
310	2	O
311	0	O
312	.	O
313	00	O
314	0	O
315	.	O
316	00	O
317	0	O
318	.	O
319	00	O
320	##sr	O
321	b	O
322	##g	O
323	hydra	O
324	##ting	O
325	spa	O
326	mask	O
327	80	O
328	74	O
329	##16	O
330	##9	O
331	1	O
332	0	O
333	.	O
334	00	O
335	0	O
336	.	O
337	00	O
338	0	O
339	.	O
340	00	O
341	##sr	O
342	b	O
343	##g	O
344	visibly	O
345	soft	O
346	milk	O
347	mask	O
348	am	O
349	##t	O
350	paid	O
351	inc	O
352	##l	O
353	gs	O
354	##t	O
355	:	O
356	rm	O
357	##11	O
358	##1	O
359	.	O
360	90	O
361	am	O
362	##t	O
363	paid	O
364	ex	O
365	##cl	O
366	.	O
367	gs	O
368	##t	O
369	:	O
370	rm	O
371	105	O
372	.	O
373	57	O
374	gs	O
375	##t	O
376	am	O
377	##t	O
378	:	O
379	rm	O
380	##5	O
381	.	O
382	33	O
383	paid	O
384	by	O
385	:	O
386	cc	O
387	*	O
388	71	O
389	##85	O
390	:	O
391	rm	O
392	##11	O
393	##1	O
394	.	O
395	90	O
396	total	O
397	q	O
398	##ty	O
399	:	O
400	15	O
401	rc	O
402	earned	O
403	:	O
404	3	O
405	r	O
406	##pus	O
407	##ed	O
408	:	O
409	0	O
410	rc	O
411	used	O
412	:	O
413	0	O
414	total	O
415	sv	O
416	:	O
417	10	O
418	.	O
419	56	O
420	total	O
421	g	O
422	##v	O
423	:	O
424	10	O
425	.	O
426	55	O
427	bi	O
428	##f	O
429	from	O
430	in	O
431	##v	O
432	no	O
433	:	O
434	rc	O
435	balance	O
436	:	O
437	0	O
438	.	O
439	00	O
440	mer	O
441	##nb	O
442	##er	O
443	signature	O
444	v	O
445	##2	O
446	.	O
447	82	O
448	06	O
449	/	O
450	12	O
451	/	O
452	2016	O
453	20	O
454	:	O
455	09	O
456	:	O
457	40	O
458	gs	O
459	##t	O
460	summary	O
461	am	O
462	##t	O
463	(	O
464	rm	O
465	)	O
466	tax	O
467	(	O
468	rm	O
469	)	O
470	(	O
471	ex	O
472	##cl	O
473	gs	O
474	##t	O
475	)	O
476	sr	O
477	(	O
478	6	O
479	%	O
480	)	O
481	105	O
482	.	O
483	57	O
484	6	O
485	.	O
486	33	O
487	z	O
488	##r	O
489	(	O
490	0	O
491	%	O
492	)	O
493	0	O
494	.	O
495	00	O
496	0	O
497	.	O
498	00	O
499	ex	O
500	/	O
501	os	O
502	(	O
503	0	O
504	%	O
505	)	O
506	0	O
507	.	O
508	00	O
509	0	O
510	.	O
511	00	O
512		
0	318	O
1	##0	O
2	##40	O
3	##4	O
4	g	O
5	##hee	B-COMPANY
6	hi	I-COMPANY
7	##ang	I-COMPANY
8	g	I-COMPANY
9	##h	I-COMPANY
10	distributor	I-COMPANY
11	&	I-COMPANY
12	marketing	I-COMPANY
13	sd	I-COMPANY
14	##n	I-COMPANY
15	b	I-COMPANY
16	##hd	I-COMPANY
17	(	I-COMPANY
18	109	I-COMPANY
19	##7	I-COMPANY
20	##8	I-COMPANY
21	##26	I-COMPANY
22	-	O
23	h	O
24	)	O
25	95	O
26	,	O
27	beach	O
28	road	O
29	,	B-ADDRESS
30	103	I-ADDRESS
31	##00	I-ADDRESS
32	penang	I-ADDRESS
33	.	I-ADDRESS
34	104	I-ADDRESS
35	##00	I-ADDRESS
36	penang	I-ADDRESS
37	.	I-ADDRESS
38	tel	I-ADDRESS
39	:	I-ADDRESS
40	04	I-ADDRESS
41	-	I-ADDRESS
42	262	I-ADDRESS
43	06	I-ADDRESS
44	##35	I-ADDRESS
45	gs	I-ADDRESS
46	##t	O
47	reg	O
48	.	O
49	no	O
50	.	O
51	:	O
52	001	O
53	##31	O
54	##53	O
55	##7	O
56	##7	O
57	##15	O
58	##2	O
59	tax	O
60	in	O
61	##vo	O
62	##ice	O
63	in	O
64	##vo	O
65	##ice	O
66	no	O
67	:	O
68	09	O
69	##5	O
70	_	O
71	01	O
72	/	O
73	03	O
74	##12	O
75	##4	O
76	date	O
77	:	O
78	13	O
79	/	O
80	04	O
81	/	O
82	2018	O
83	#	O
84	1	O
85	2	O
86	:	O
87	26	O
88	pm	O
89	cash	O
90	##ier	O
91	:	O
92	soon	O
93	wah	O
94	pr	B-TOTAL
95	##n	I-TOTAL
96	on	I-TOTAL
97	:	I-TOTAL
98	13	I-TOTAL
99	/	I-TOTAL
100	04	O
101	/	O
102	2018	O
103	2	O
104	:	O
105	53	O
106	pm	O
107	q	O
108	##ty	O
109	item	O
110	rm	O
111	*	O
112	*	O
113	*	O
114	retail	O
115	/	O
116	take	O
117	##away	O
118	*	O
119	*	O
120	*	O
121	2	O
122	tau	O
123	sar	O
124	p	O
125	##nea	O
126	##h	O
127	(	O
128	s	O
129	)	O
130	24	O
131	##pc	O
132	##s	O
133	@	O
134	12	O
135	.	O
136	50	O
137	25	O
138	.	O
139	00	O
140	sr	O
141	2	O
142	sub	O
143	##to	O
144	##tal	O
145	25	O
146	.	O
147	00	O
148	net	O
149	total	O
150	25	O
151	.	O
152	0	O
153	c	O
154	50	O
155	.	O
156	00	O
157	c	O
158	.	O
159	ge	O
160	25	O
161	.	O
162	00	O
163	*	O
164	3	O
165	/	O
166	04	O
167	01	O
168	##8	O
169	2	O
170	:	O
171	53	O
172	pm	O
173	*	O
174	*	O
175	*	O
176	tax	O
177	summary	O
178	am	O
179	nt	O
180	tax	O
181	sr	O
182	:	O
183	inclusive	O
184	of	O
185	gs	O
186	##t	O
187	@	O
188	6	O
189	%	O
190	23	O
191	.	O
192	58	O
193	1	O
194	.	O
195	42	O
196	thank	O
197	you	O
198	,	O
199	please	O
200	come	O
201	again	O
202	goods	O
203	cold	O
204	are	O
205	non	O
206	ref	O
207	##unda	O
208	##ble	O
209		
0	un	B-COMPANY
1	##ih	I-COMPANY
2	##ak	I-COMPANY
3	##ka	I-COMPANY
4	international	I-COMPANY
5	sd	I-COMPANY
6	##n	I-COMPANY
7	b	I-COMPANY
8	##hd	I-COMPANY
9	04	I-COMPANY
10	jun	I-COMPANY
11	2018	B-TOTAL
12	18	I-TOTAL
13	:	I-TOTAL
14	28	I-TOTAL
15	(	I-TOTAL
16	86	O
17	##7	O
18	##38	O
19	##8	O
20	-	O
21	u	O
22	)	O
23	12	O
24	,	O
25	jalan	O
26	tam	O
27	##po	B-ADDRESS
28	##i	I-ADDRESS
29	7	I-ADDRESS
30	/	I-ADDRESS
31	4	I-ADDRESS
32	,	I-ADDRESS
33	ka	I-ADDRESS
34	##was	I-ADDRESS
35	##an	I-ADDRESS
36	per	I-ADDRESS
37	##ind	I-ADDRESS
38	##ust	I-ADDRESS
39	##rian	I-ADDRESS
40	tam	I-ADDRESS
41	##po	I-ADDRESS
42	##i	I-ADDRESS
43	,	I-ADDRESS
44	81	I-ADDRESS
45	##200	I-ADDRESS
46	johor	I-ADDRESS
47	ba	I-ADDRESS
48	##hr	I-ADDRESS
49	##u	I-ADDRESS
